id,element,ff_type,charge,x,y,z
1,O,oap1,-0.80000001192092896,10.240383942999999,34.912380915999996,29.766812345000002
2,O,oap1,-0.80000001192092896,10.666482073999999,28.095042599999999,29.713105072000001
3,O,oap1,-0.80000001192092896,10.082182651,21.088206941999999,29.590498607000001
4,O,oap1,-0.80000001192092896,10.208842449,14.072146706,29.405796126999999
5,O,oap1,-0.80000001192092896,19.613064023,34.921620058000002,29.644067599
6,O,oap1,-0.80000001192092896,20.057827932999999,28.298251614000002,29.907281328
7,O,oap1,-0.80000001192092896,19.921971256999999,21.314834026,29.614594287999999
8,O,oap1,-0.80000001192092896,19.585130935999999,14.419078805,29.663612787000002
9,O,oap1,-0.80000001192092896,29.039952530000001,34.953124068999998,29.660268268999999
10,O,oap1,-0.80000001192092896,28.998369744000001,28.057850236,29.628666479
11,O,oap1,-0.80000001192092896,28.987255931,21.271288748,29.882082393000001
12,O,oap1,-0.80000001192092896,29.024038302000001,14.081313443000001,28.888231903000001
13,O,oap1,-0.80000001192092896,12.266924854000001,31.362085186000002,27.544540684000001
14,O,oap1,-0.80000001192092896,12.672991875999999,24.670978622,27.568069793999999
15,O,oap1,-0.80000001192092896,11.904603871000001,17.660005755,27.213525964999999
16,O,oap1,-0.80000001192092896,12.177624214,10.7739786,27.425856926000002
17,O,oap1,-0.80000001192092896,21.641587764000001,31.548063314,27.578055877000001
18,O,oap1,-0.80000001192092896,21.891612171999999,24.607592811,27.44695123
19,O,oap1,-0.80000001192092896,21.918525566,17.83787598,27.241219243
20,O,oap1,-0.80000001192092896,21.879601066999999,10.956249290000001,27.461193478999999
21,O,oap1,-0.80000001192092896,31.174171704999999,31.590516319999999,27.587989355000001
22,O,oap1,-0.80000001192092896,31.142358565999999,24.537940634999998,27.434088799000001
23,O,oap1,-0.80000001192092896,30.836265885,17.674831516000001,27.293088252
24,O,oap1,-0.80000001192092896,30.883252842000001,10.675592358999999,27.073141104000001
25,O,oap1,-0.80000001192092896,16.796931885999999,31.710669245999998,29.272049748000001
26,O,oap1,-0.80000001192092896,16.792374723999998,24.754061316000001,28.838160644999999
27,O,oap1,-0.80000001192092896,17.298277975000001,17.738623168,29.054968253999998
28,O,oap1,-0.80000001192092896,16.956627941000001,10.826900801000001,28.881978388
29,O,oap1,-0.80000001192092896,26.235305238999999,31.489242257000001,28.971383188000001
30,O,oap1,-0.80000001192092896,26.055817844,24.610918724000001,29.055429849999999
31,O,oap1,-0.80000001192092896,25.858603816999999,17.761712067000001,28.748273927
32,O,oap1,-0.80000001192092896,26.391149255999999,10.890947741,28.775472428
33,O,oap1,-0.80000001192092896,35.535038688,31.612715250000001,28.888060763999999
34,O,oap1,-0.80000001192092896,35.488102281000003,24.638104167000002,28.786232218999999
35,O,oap1,-0.80000001192092896,35.458975398,17.796157484999998,29.004738042
36,O,oap1,-0.80000001192092896,35.439027897000003,10.815974507,28.715768617999998
37,O,oap1,-0.80000001192092896,12.312244894000001,28.872428723999999,27.384964737000001
38,O,oap1,-0.80000001192092896,12.100067148000001,22.290809459999998,27.294923595
39,O,oap1,-0.80000001192092896,12.278956816000001,15.263566156,27.441813890999999
40,O,oap1,-0.80000001192092896,12.248007739,8.3602872979999994,27.426653483999999
41,O,oap1,-0.80000001192092896,21.752830819,28.968483957,27.703014544999998
42,O,oap1,-0.80000001192092896,21.786050854999999,22.166698037,27.453621159000001
43,O,oap1,-0.80000001192092896,21.363496211000001,15.410737016000001,27.085508727000001
44,O,oap1,-0.80000001192092896,21.389628969,8.5759804810000002,27.449419463000002
45,O,oap1,-0.80000001192092896,31.154834770000001,29.097676161999999,27.714915514000001
46,O,oap1,-0.80000001192092896,31.090725080999999,22.176022102000001,27.466011736999999
47,O,oap1,-0.80000001192092896,31.215549229000001,15.210921935,27.456318549999999
48,O,oap1,-0.80000001192092896,31.302757160999999,8.2676864759999997,27.324886250999999
49,O,oap1,-0.80000001192092896,17.528760536,29.382293110999999,28.930415383
50,O,oap1,-0.80000001192092896,17.235816659000001,22.233194211000001,28.579570189999998
51,O,oap1,-0.80000001192092896,16.897279698999998,15.276226628,28.999686236999999
52,O,oap1,-0.80000001192092896,17.071281281000001,8.4117762989999996,28.513541759999999
53,O,oap1,-0.80000001192092896,26.135485721999999,29.039921185000001,29.05649842
54,O,oap1,-0.80000001192092896,26.231979200000001,22.037550079999999,29.110846891000001
55,O,oap1,-0.80000001192092896,26.337884721999998,15.383270488999999,28.838910835
56,O,oap1,-0.80000001192092896,26.511496752999999,8.3790053289999999,29.068836415
57,O,oap1,-0.80000001192092896,36.123411134999998,29.171604192,28.807238539
58,O,oap1,-0.80000001192092896,35.453628485999999,22.185162325,28.774833105999999
59,O,oap1,-0.80000001192092896,35.830615715999997,15.334676371,28.732441756
60,O,oap1,-0.80000001192092896,35.287869882000003,8.3978060380000006,28.777428958000002
61,O,oap1,-0.80000001192092896,10.522471602,32.439828071999997,29.572660771999999
62,O,oap1,-0.80000001192092896,10.364875409,25.648523657999998,29.362135529
63,O,oap1,-0.80000001192092896,10.366550568999999,18.764575937,28.913660426
64,O,oap1,-0.80000001192092896,10.268450514,11.605219327,29.666262905
65,O,oap1,-0.80000001192092896,19.609609097,32.422970757999998,29.890318249
66,O,oap1,-0.80000001192092896,19.801727054000001,25.981437541999998,29.016007113000001
67,O,oap1,-0.80000001192092896,19.802341899999998,18.960950589999999,28.859602605999999
68,O,oap1,-0.80000001192092896,19.60095184,12.069856174,29.124032741000001
69,O,oap1,-0.80000001192092896,29.050035704999999,32.502925758000003,29.760802686000002
70,O,oap1,-0.80000001192092896,28.851415094,25.531252021,29.853279734000001
71,O,oap1,-0.80000001192092896,29.145780501000001,18.804930869,29.365618416
72,O,oap1,-0.80000001192092896,28.954513499000001,11.668001545999999,29.704100622999999
73,Ca,ca+h,1.5,14.152600314000001,35.493192178999998,29.342907153999999
74,Ca,ca+h,1.5,14.139934057,28.462698181,29.324491892000001
75,Ca,ca+h,1.5,14.441932417,21.359248453999999,29.606000706
76,Ca,ca+h,1.5,13.911280522,15.118906898000001,29.250706433000001
77,Ca,ca+h,1.5,23.504189233000002,35.417639029999997,29.538817032000001
78,Ca,ca+h,1.5,23.567494460999999,28.573219023,29.613458287
79,Ca,ca+h,1.5,23.773249475,21.578383234,29.520864178
80,Ca,ca+h,1.5,23.815499213999999,14.679374871,29.631323153
81,Ca,ca+h,1.5,32.902949753000001,35.391459505999997,29.138128594000001
82,Ca,ca+h,1.5,32.762389020999997,28.424419232000002,29.712147943000002
83,Ca,ca+h,1.5,32.982583406000003,21.667354814999999,29.331159046
84,Ca,ca+h,1.5,32.661927931999998,14.79798411,29.354542033000001
85,Ca,ca+h,1.5,14.110949819,31.952223034999999,29.395142705000001
86,Ca,ca+h,1.5,14.397839509000001,24.903639816999998,29.238457892
87,Ca,ca+h,1.5,13.042429228,19.307287238000001,31.932451132000001
88,Ca,ca+h,1.5,14.317294958,11.456905497999999,29.304365002000001
89,Ca,ca+h,1.5,23.442869441999999,32.033862214000003,29.540586335
90,Ca,ca+h,1.5,23.574038018,24.929250946,29.406828985000001
91,Ca,ca+h,1.5,23.6294282,18.168839987999998,29.220214831
92,Ca,ca+h,1.5,23.242739480000001,11.488329362,29.340338393
93,Ca,ca+h,1.5,32.962335039000003,32.032445172999999,29.436464082000001
94,Ca,ca+h,1.5,32.923122564000003,25.089140001000001,29.352431200000002
95,Ca,ca+h,1.5,32.875332477000001,18.252905538,29.325646763999998
96,Ca,ca+h,1.5,33.037757137,11.418074325999999,29.479967131999999
97,Ca,ca+h,1.5,8.3155242820000002,33.645503339999998,28.808557893
98,Ca,ca+h,1.5,8.2311396160000001,26.598884778999999,28.741585616999998
99,Ca,ca+h,1.5,8.0620558609999993,19.859220063999999,28.596605473
100,Ca,ca+h,1.5,8.1373684449999999,13.04905688,28.777215706
101,Ca,ca+h,1.5,17.564018371,33.750649629000002,28.720848229000001
102,Ca,ca+h,1.5,17.602018896000001,26.909002383000001,28.655713604999999
103,Ca,ca+h,1.5,17.710106482,19.958170182,28.640622455999999
104,Ca,ca+h,1.5,17.465762669,13.093780869,28.640529737000001
105,Ca,ca+h,1.5,26.931632327999999,33.717378820999997,28.775984533999999
106,Ca,ca+h,1.5,26.816665883999999,26.858448306,29.015030170999999
107,Ca,ca+h,1.5,27.041164493,19.870994828000001,28.795409769999999
108,Ca,ca+h,1.5,26.968214001,13.104295169,28.527237423999999
109,P,pap,1,11.109754139,33.690177364999997,30.172184639000001
110,P,pap,1,11.209253809,26.712729242999998,30.13316799
111,P,pap,1,10.977235799000001,19.854704559000002,29.767802224
112,P,pap,1,11.074021232,12.923915751999999,29.998420747000001
113,P,pap,1,20.429605183,33.708526538000001,30.120122759000001
114,P,pap,1,20.599977446,26.823924128000002,29.988071903000002
115,P,pap,1,20.606790294,19.971677994,29.739017972999999
116,P,pap,1,20.480339089000001,13.144712843000001,29.798380507000001
117,P,pap,1,29.87885927,33.741744974,30.067623245
118,P,pap,1,29.770354488999999,26.762416612999999,30.056387998999998
119,P,pap,1,29.873619736999999,19.979180923000001,30.052433440000001
120,P,pap,1,29.729970258000002,13.022605800999999,29.807495419999999
121,O,oap1,-0.80000001192092896,11.014630223999999,33.668993016999998,31.714097634000002
122,O,oap1,-0.80000001192092896,11.056018527000001,26.620818802999999,31.710118617999999
123,O,oap1,-0.80000001192092896,10.921903156999999,19.679743390999999,31.292882788
124,O,oap1,-0.80000001192092896,11.019447252000001,13.081419763,31.513930567999999
125,O,oap1,-0.80000001192092896,20.670105568,33.826799997999998,31.633861756000002
126,O,oap1,-0.80000001192092896,20.430158240000001,26.391430700000001,31.447753339999998
127,O,oap1,-0.80000001192092896,20.459204614000001,19.534419334999999,31.227022321
128,O,oap1,-0.80000001192092896,20.604398250999999,12.886621737,31.343478662999999
129,O,oap1,-0.80000001192092896,29.856635095000001,33.759274585999997,31.622140386000002
130,O,oap1,-0.80000001192092896,29.973338894000001,26.853186047000001,31.537193476999999
131,O,oap1,-0.80000001192092896,29.961294595999998,19.712428203000002,31.601050146999999
132,O,oap1,-0.80000001192092896,29.898094925999999,13.357635483999999,31.305398689
133,O,oap1,-0.80000001192092896,12.585094329,33.786708253,29.827408017
134,O,oap1,-0.80000001192092896,12.751685624,26.605960589999999,29.817835773999999
135,O,oap1,-0.80000001192092896,12.387740822,20.183500679000002,29.307810742000001
136,O,oap1,-0.80000001192092896,12.593250632,13.040309121,29.543316352000002
137,O,oap1,-0.80000001192092896,21.834376257999999,33.763609041999999,29.381212614999999
138,O,oap1,-0.80000001192092896,22.054699469999999,26.777152942000001,29.593839196000001
139,O,oap1,-0.80000001192092896,22.089364388,20.072673988999998,29.322277327999998
140,O,oap1,-0.80000001192092896,21.860808934000001,13.224497725999999,29.015023730999999
141,O,oap1,-0.80000001192092896,31.291019438999999,33.739198985000002,29.469896622
142,O,oap1,-0.80000001192092896,31.115742007000001,26.668188907000001,29.301171243999999
143,O,oap1,-0.80000001192092896,31.263898236999999,20.111602270999999,29.470002911000002
144,O,oap1,-0.80000001192092896,31.165995288000001,12.784008902,29.272813363000001
145,Ca,ca+h,1.5,10.576508941,30.090039102999999,28.772736735999999
146,Ca,ca+h,1.5,10.813799799,23.319850378000002,28.887538842000001
147,Ca,ca+h,1.5,10.365727529999999,16.461914356000001,28.783530418000002
148,Ca,ca+h,1.5,10.388278659999999,9.3140086160000006,28.901656604999999
149,Ca,ca+h,1.5,19.864209390999999,30.321551799000002,28.844043945999999
150,Ca,ca+h,1.5,20.030154198000002,23.541848136999999,28.777992112
151,Ca,ca+h,1.5,19.886013831,16.576210080999999,28.718717986000001
152,Ca,ca+h,1.5,19.763166948999999,9.767391173,28.895140315999999
