t1,t2,style,k,r0,source
HOK,OY5,quadratic,495,0.92900000000000005,
HOK,OY6,quadratic,495,0.92900000000000005,
HOL,OHL,quadratic,545,0.95999999999999996,
HOP,OAP1,quadratic,500,0.93999999999999995,
HOP,OAP2,quadratic,500,0.93999999999999995,
HOY,OAL2,quadratic,495,0.94499999999999995,
HOY,OC23,quadratic,495,0.94499999999999995,
HOY,OC24,quadratic,495,0.94499999999999995,
HOY,OY6,quadratic,495,0.92900000000000005,
HOY,OY9,quadratic,495,0.92900000000000005,
HS,S,quadratic,275,1.325,
HT,HT,quadratic,0,1.5139,
HT,OT,quadratic,450,0.95720000000000005,
IHOY,IOHY,quadratic,495,0.94499999999999995,
IHOY,atoh,quadratic,495,0.94499999999999995,
IHOY,rtoh,quadratic,495,0.94499999999999995,
IHOY,zoh1,quadratic,495,0.94499999999999995,
IHOY,zoh2,quadratic,495,0.94499999999999995,
IOHY,hspc,quadratic,540.6336,1,
NN,NN,quadratic,355,1.3999999999999999,
NR3,cae,quadratic,500,0.69999999999999996,
NR3,hiff,quadratic,453,1,
O2L,PL,quadratic,580,1.48,
O2L,SL,quadratic,540,1.448,
OAP1,PAP,quadratic,430,1.5700000000000001,
OC,S,quadratic,540,1.448,
OC1,SC1,quadratic,250,1.6799999999999999,
OC23,SC4,quadratic,285,1.6799999999999999,
OC24,SC4,quadratic,285,1.6799999999999999,
OC24,SY1,quadratic,285,1.6799999999999999,
OC24,SY2,quadratic,285,1.6799999999999999,
OH1,cg1,quadratic,334.30000000000001,1.411,
OHL,PL,quadratic,237,1.5900000000000001,
OSL,PL,quadratic,270,1.6000000000000001,
OSL,SL,quadratic,250,1.575,
OY1,SY1,quadratic,430,1.7262,
OY1,SY2,quadratic,430,1.7282999999999999,
OY2,SY1,quadratic,430,1.7166999999999999,
OY2,SY2,quadratic,430,1.7230000000000001,
OY3,SY1,quadratic,430,1.7430000000000001,
OY3,SY2,quadratic,430,1.7230000000000001,
OY4,SY1,quadratic,430,1.7315,
OY5,SY2,quadratic,430,1.7303999999999999,
OY7,SY1,quadratic,430,1.7315,
OY8,SY2,quadratic,430,1.7303999999999999,
SM,SM,quadratic,173,2.0289999999999999,
X,cae,quadratic,500,0.69999999999999996,
aot1,ato1,quadratic,50,1.9339999999999999,
aot1,ato2,quadratic,50,1.98,
aot2,ato1,quadratic,50,1.98,
aot2,ato2,quadratic,50,1.9339999999999999,
aot3,ato2,quadratic,50,1.9339999999999999,
aot3,ato3,quadratic,50,1.98,
aot4,ato2,quadratic,50,1.98,
aot4,ato3,quadratic,50,1.9339999999999999,
ato2,atoh,quadratic,50,1.9339999999999999,
ato3,atoh,quadratic,50,1.9339999999999999,
atoh,hspc,quadratic,540.6336,1,
c',c1,quadratic,283.0924,1.52,
c',h1,quadratic,340.61750000000001,1.105,
c',o,quadratic,400,1.3700000000000001,
c',o',quadratic,615.322,1.23,
c',o-,quadratic,540,1.25,
c',oh,quadratic,400,1.3700000000000001,
c1,c1,quadratic,322.7158,1.526,
c1,h1,quadratic,340.61750000000001,1.105,
c1,oh,quadratic,384,1.4199999999999999,
cae,cg1,quadratic,500,0.69999999999999996,
cg1,cg1,quadratic,280,1.3999999999999999,
cg1,cge,quadratic,400,0.59999999999999998,
cg1,hiff,quadratic,363.416,1.0800000000000001,
clo4,o4cl,quadratic,489.5,1.4299999999999999,
ho,oh,quadratic,540.6336,0.95999999999999996,
ho1,oo1,quadratic,460,1,
hos,opht,quadratic,500,0.88,
hoy,ozr2,quadratic,120,0.92900000000000005,
hoy,ozr9,quadratic,120,0.92900000000000005,
hspc,ospc,quadratic,540.6336,1,
hspc,rtoh,quadratic,540.6336,1,
hspc,zoh1,quadratic,540.6336,1,
hspc,zoh2,quadratic,540.6336,1,
o2,o2,quadratic,820.20000000000005,1.2074,
opht,spht,quadratic,380,1.5049999999999999,
ozr1,zr1,quadratic,120,2.258,
ozr1,zr2,quadratic,120,2.1539999999999999,
ozr1,zr4,quadratic,120,2.1640000000000001,
ozr2,zr1,quadratic,120,2.3359999999999999,
ozr2,zr2,quadratic,120,2.2519999999999998,
ozr2,zr3,quadratic,120,2.2519999999999998,
ozr2,zr4,quadratic,120,2.2730000000000001,
ozr3,zr1,quadratic,120,2.1539999999999999,
ozr3,zr2,quadratic,120,2.258,
ozr3,zr3,quadratic,120,2.1539999999999999,
ozr4,zr1,quadratic,120,2.2519999999999998,
ozr4,zr2,quadratic,120,2.3359999999999999,
ozr4,zr3,quadratic,120,2.2730000000000001,
ozr4,zr4,quadratic,120,2.367,
ozr5,zr1,quadratic,120,2.367,
ozr5,zr2,quadratic,120,2.2730000000000001,
ozr5,zr3,quadratic,120,2.3359999999999999,
ozr5,zr4,quadratic,120,2.1539999999999999,
ozr6,zr1,quadratic,120,2.0640000000000001,
ozr6,zr2,quadratic,120,2.1640000000000001,
ozr6,zr3,quadratic,120,2.258,
ozr6,zr4,quadratic,120,2.1539999999999999,
ozr7,zr1,quadratic,120,2.2730000000000001,
ozr7,zr2,quadratic,120,2.367,
ozr7,zr3,quadratic,120,2.2519999999999998,
ozr7,zr4,quadratic,120,2.3359999999999999,
ozr8,zr1,quadratic,120,2.1640000000000001,
ozr8,zr2,quadratic,120,2.1539999999999999,
ozr8,zr3,quadratic,120,2.1539999999999999,
ozr8,zr4,quadratic,120,2.258,
ozr9,zr2,quadratic,120,2.1499999999999999,
ozr9,zr4,quadratic,120,2.1499999999999999,
rot1,rto1,quadratic,50,1.9650000000000001,
rot1,rto2,quadratic,50,1.9650000000000001,
rot1,rto3,quadratic,50,1.9650000000000001,
rot2,rto1,quadratic,50,1.9650000000000001,
rot2,rto2,quadratic,50,1.9650000000000001,
rot2,rto3,quadratic,50,1.9650000000000001,
rot3,rto1,quadratic,50,1.9650000000000001,
rot3,rto2,quadratic,50,1.9650000000000001,
rot3,rto3,quadratic,50,1.9650000000000001,
rto2,rtoh,quadratic,50,1.9650000000000001,
rto3,rtoh,quadratic,50,1.9650000000000001,
spch,spco,quadratic,540.6336,1,
zoh1,zr1,quadratic,150,2.2730000000000001,
zoh1,zr2,quadratic,150,2.1520000000000001,
zoh1,zr3,quadratic,150,2.1520000000000001,
zoh1,zr4,quadratic,150,2.2730000000000001,
zoh2,zr1,quadratic,150,2.0640000000000001,
zoh2,zr2,quadratic,150,2.0539999999999998,
zoh2,zr3,quadratic,150,2.0539999999999998,
zoh2,zr4,quadratic,150,2.0640000000000001,
