t1,t2,style,k,r0,source
cp_,n3m_,quadratic,280,1.4199999999999999,cvff_auto
cp_,n4m_,quadratic,280,1.4199999999999999,cvff_auto
cp_,n=_,quadratic,316.03800000000001,1.385,cvff_auto
cp_,n=_1,quadratic,316.03800000000001,1.385,cvff_auto
cp_,n=_2,quadratic,316.03800000000001,1.385,cvff_auto
cp_,n=_3,quadratic,316.03800000000001,1.385,cvff_auto
cp_,n_,quadratic,280,1.4199999999999999,cvff_auto
cp_,na_,quadratic,257.77519999999998,1.4119999999999999,cvff_auto
cp_,np_,quadratic,440,1.3500000000000001,cvff_auto
cp_,o'_,quadratic,297.48520000000002,1.3300000000000001,cvff_auto
cp_,o_,quadratic,384,1.3700000000000001,cvff_auto
cp_,op_,quadratic,420,1.3700000000000001,cvff_auto
cp_,p_,quadratic,235.0428,1.7,cvff_auto
cp_,s'_,quadratic,239.80240000000001,1.72,cvff_auto
cp_,s3e,quadratic,228,1.73,cvff_auto
cp_,s4e,quadratic,228,1.73,cvff_auto
cp_,s_,quadratic,228,1.73,cvff_auto
cp_,si_,quadratic,225.16759999999999,1.8100000000000001,cvff_auto
cp_,sp_,quadratic,320,1.7105999999999999,cvff_auto
cr,n,quadratic,388,1.3200000000000001,cvff
cr,n1,quadratic,388,1.3200000000000001,cvff
cr,n2,quadratic,388,1.3200000000000001,cvff
cr,n=,quadratic,560,1.26,cvff
cr,n=1,quadratic,560,1.26,cvff
cr,n=2,quadratic,560,1.26,cvff
cr_,n=_,quadratic,560,1.26,cvff_auto
cr_,n=_1,quadratic,560,1.26,cvff_auto
cr_,n=_2,quadratic,560,1.26,cvff_auto
cr_,n=_3,quadratic,560,1.26,cvff_auto
cr_,n_,quadratic,388,1.3200000000000001,cvff_auto
cs,h,quadratic,379.08089999999999,1.0800000000000001,cvff
cs,sp,quadratic,320,1.7105999999999999,cvff
ct_,ct_,quadratic,800,1.204,cvff_auto
ct_,f_,quadratic,278.39319999999998,1.3400000000000001,cvff_auto
ct_,h_,quadratic,316.90159999999997,1.0529999999999999,cvff_auto
ct_,i_,quadratic,248.92679999999999,2.0110000000000001,cvff_auto
ct_,n+_,quadratic,278.3768,1.3819999999999999,cvff_auto
ct_,n3m_,quadratic,286.80959999999999,1.3819999999999999,cvff_auto
ct_,n4m_,quadratic,286.80959999999999,1.3819999999999999,cvff_auto
ct_,n=_,quadratic,342.2448,1.355,cvff_auto
ct_,n=_1,quadratic,342.2448,1.355,cvff_auto
ct_,n=_2,quadratic,342.2448,1.355,cvff_auto
ct_,n=_3,quadratic,342.2448,1.355,cvff_auto
ct_,n_,quadratic,289.44479999999999,1.355,cvff_auto
ct_,na_,quadratic,286.80959999999999,1.3819999999999999,cvff_auto
ct_,nt_,quadratic,880,1.1579999999999999,cvff_auto
ct_,o'_,quadratic,318.86799999999999,1.3,cvff_auto
ct_,o_,quadratic,367.81639999999999,1.3129999999999999,cvff_auto
ct_,op_,quadratic,346.46800000000002,1.3,cvff_auto
ct_,p_,quadratic,273.46679999999998,1.6699999999999999,cvff_auto
ct_,s'_,quadratic,270.83440000000002,1.6899999999999999,cvff_auto
ct_,s3e_,quadratic,271.43279999999999,1.72,cvff_auto
ct_,s4e_,quadratic,271.43279999999999,1.72,cvff_auto
ct_,s_,quadratic,271.43279999999999,1.72,cvff_auto
ct_,si_,quadratic,267.29640000000001,1.78,cvff_auto
ct_,sp_,quadratic,256.03440000000001,1.6899999999999999,cvff_auto
d,d,quadratic,398.24000000000001,0.74163999999999997,cvff
d_,d_,quadratic,398.23919999999998,0.74160000000000004,cvff_auto
et5,oa1,quadratic,300,0.69999999999999996,cvff
et5,oe1,quadratic,300,0.69999999999999996,cvff
et5,ot5,quadratic,300,0.68000000000000005,cvff
f,f,quadratic,259.06999999999999,1.417,cvff
f,lp,quadratic,496,1.363,cvff
f,sz,quadratic,392.80000000000001,1.665,cvff
f_,f_,quadratic,259.06830000000002,1.417,cvff_auto
f_,h_,quadratic,520.73040000000003,1.0229999999999999,cvff_auto
f_,i_,quadratic,174.16640000000001,1.9810000000000001,cvff_auto
f_,n+_,quadratic,178.03720000000001,1.3520000000000001,cvff_auto
f_,n3m_,quadratic,200.98519999999999,1.3520000000000001,cvff_auto
f_,n4m_,quadratic,200.98519999999999,1.3520000000000001,cvff_auto
f_,n=_,quadratic,242.18559999999999,1.325,cvff_auto
f_,n=_1,quadratic,242.18559999999999,1.325,cvff_auto
f_,n=_2,quadratic,242.18559999999999,1.325,cvff_auto
f_,n=_3,quadratic,242.18559999999999,1.325,cvff_auto
f_,n_,quadratic,189.38560000000001,1.325,cvff_auto
f_,na_,quadratic,200.98519999999999,1.3520000000000001,cvff_auto
f_,np_,quadratic,242.18559999999999,1.325,cvff_auto
f_,o'_,quadratic,204.0505,1.27,cvff_auto
f_,o_,quadratic,224,1.4179999999999999,cvff_auto
f_,op_,quadratic,231.65049999999999,1.27,cvff_auto
f_,p_,quadratic,230.3664,1.54,cvff_auto
f_,s'_,quadratic,195.3021,1.6599999999999999,cvff_auto
f_,s3e_,quadratic,204.8184,1.6899999999999999,cvff_auto
f_,s4e_,quadratic,204.8184,1.6899999999999999,cvff_auto
f_,s_,quadratic,204.8184,1.6899999999999999,cvff_auto
f_,si_,quadratic,297.33999999999997,1.587,cvff_auto
f_,sp_,quadratic,180.50210000000001,1.6599999999999999,cvff_auto
fft1,tft,quadratic,250,2,cvff
fft2,tft,quadratic,250,2,cvff
fft3,tft,quadratic,250,2,cvff
ffz1,zfz,quadratic,250,2.1800000000000002,cvff
ffz2,zfz,quadratic,250,2.1800000000000002,cvff
ffz3,zfz,quadratic,250,2.1800000000000002,cvff
h,h,quadratic,398.75,0.74611000000000005,cvff
h,p,quadratic,224,1.5,cvff
h,si,quadratic,222.40000000000001,1.3819999999999999,cvff
h,sz,quadratic,222.40000000000001,1.3819999999999999,cvff
h*,o*,quadratic,540.6336,1,cvff
h*,oal2,quadratic,540.60000000000002,1,cvff
h_,h_,quadratic,398.73009999999999,0.74609999999999999,cvff_auto
h_,i_,quadratic,292.04320000000001,1.694,cvff_auto
h_,n+_,quadratic,461.1848,1.0649999999999999,cvff_auto
h_,n3m_,quadratic,457.45920000000001,1.026,cvff_auto
h_,n4m_,quadratic,457.45920000000001,1.026,cvff_auto
h_,n=_,quadratic,551.20609999999999,1.038,cvff_auto
h_,n=_1,quadratic,551.20609999999999,1.038,cvff_auto
h_,n=_2,quadratic,551.20609999999999,1.038,cvff_auto
h_,n=_3,quadratic,551.20609999999999,1.038,cvff_auto
h_,n_,quadratic,483.45119999999997,1.026,cvff_auto
h_,na_,quadratic,457.45920000000001,1.026,cvff_auto
h_,np_,quadratic,483.45119999999997,1.026,cvff_auto
h_,o'_,quadratic,458.46100000000001,0.98299999999999998,cvff_auto
h_,o_,quadratic,493.84800000000001,0.95999999999999996,cvff_auto
h_,op_,quadratic,486.06099999999998,0.98299999999999998,cvff_auto
h_,p_,quadratic,224,1.4299999999999999,cvff_auto
h_,s'_,quadratic,316.81380000000001,1.373,cvff_auto
h_,s3e_,quadratic,274.12880000000001,1.3300000000000001,cvff_auto
h_,s4e_,quadratic,274.12880000000001,1.3300000000000001,cvff_auto
h_,s_,quadratic,274.12880000000001,1.3300000000000001,cvff_auto
h_,si_,quadratic,288.3168,1.4630000000000001,cvff_auto
h_,sp_,quadratic,236.54490000000001,1.373,cvff_auto
ha1,oa1,quadratic,540.6336,0.95999999999999996,cvff
hn,n,quadratic,483.45119999999997,1.026,cvff
hn,n1,quadratic,483.45119999999997,1.026,cvff
hn,n2,quadratic,457.45920000000001,1.026,cvff
hn,n3,quadratic,457.45920000000001,1.026,cvff
hn,n4,quadratic,457.45920000000001,1.026,cvff
hn,ni,quadratic,483.45119999999997,1.026,cvff
hn,np,quadratic,483.45119999999997,1.026,cvff
ho,o,quadratic,493.84800000000001,0.95999999999999996,cvff
ho,oh,quadratic,540.6336,0.95999999999999996,cvff
ho,oz,quadratic,540.6336,0.95999999999999996,cvff
hoc,oc4,quadratic,495,0.92900000000000005,cvff
hoc,oc5,quadratic,495,0.92900000000000005,cvff
hok,oy4,quadratic,495,0.92900000000000005,cvff
hok,oy5,quadratic,495,0.92900000000000005,cvff
hok,oy6,quadratic,495,0.92900000000000005,cvff
hop,oap1,quadratic,500,0.93999999999999995,cvff
hop,oap2,quadratic,500,0.93999999999999995,cvff
hoy,oal2,quadratic,495,0.94499999999999995,cvff
hoy,oc23,quadratic,495,0.94499999999999995,cvff
hoy,oy6,quadratic,495,0.92900000000000005,cvff
hoy,oy9,quadratic,495,0.92900000000000005,cvff
hoy,ozr2,quadratic,120,0.92900000000000005,cvff
hoy,ozr9,quadratic,120,0.92900000000000005,cvff
hs,sh,quadratic,274.12880000000001,1.3300000000000001,cvff
hspc,ospc,quadratic,540.6336,1,cvff
hspc,rtoh,quadratic,540.6336,1,cvff
hspc,zoh1,quadratic,540.6336,1,cvff
hspc,zoh2,quadratic,540.6336,1,cvff
ht5,oa1,quadratic,540.6336,0.95699999999999996,cvff
ht5,ot5,quadratic,540.6336,0.95699999999999996,cvff
htip,otip,quadratic,540.6336,0.95699999999999996,cvff
i,i,quadratic,123.20999999999999,2.6619999999999999,cvff
i_,i_,quadratic,123.211,2.6619999999999999,cvff_auto
i_,n+_,quadratic,177.2764,2.0230000000000001,cvff_auto
i_,n3m_,quadratic,184.0104,2.0230000000000001,cvff_auto
i_,n4m_,quadratic,184.0104,2.0230000000000001,cvff_auto
i_,n=_,quadratic,239.49719999999999,1.996,cvff_auto
i_,n=_1,quadratic,239.49719999999999,1.996,cvff_auto
i_,n=_2,quadratic,239.49719999999999,1.996,cvff_auto
i_,n=_3,quadratic,239.49719999999999,1.996,cvff_auto
i_,n_,quadratic,186.69720000000001,1.996,cvff_auto
i_,na_,quadratic,184.0104,2.0230000000000001,cvff_auto
i_,np_,quadratic,239.49719999999999,1.996,cvff_auto
i_,o'_,quadratic,213.23169999999999,1.9410000000000001,cvff_auto
i_,o_,quadratic,264.98680000000002,1.984,cvff_auto
i_,op_,quadratic,240.83170000000001,1.9410000000000001,cvff_auto
i_,p_,quadratic,162.708,2.3109999999999999,cvff_auto
i_,s'_,quadratic,167.62719999999999,2.331,cvff_auto
i_,s3e_,quadratic,167.76240000000001,2.3610000000000002,cvff_auto
i_,s4e_,quadratic,167.76240000000001,2.3610000000000002,cvff_auto
i_,s_,quadratic,167.76240000000001,2.3610000000000002,cvff_auto
i_,si_,quadratic,158.96639999999999,2.4209999999999998,cvff_auto
i_,sp_,quadratic,152.8272,2.331,cvff_auto
ihch,ioch,quadratic,495,0.95499999999999996,cvff
ihnh,ionh,quadratic,510,1.1278999999999999,cvff
lp,n,quadratic,483.45119999999997,1.026,cvff
lp,n1,quadratic,483.45119999999997,1.026,cvff
lp,n2,quadratic,457.45920000000001,1.026,cvff
lp,n3,quadratic,457.45920000000001,1.026,cvff
lp,n4,quadratic,457.45920000000001,1.026,cvff
lp,ni,quadratic,483.45119999999997,1.026,cvff
lp,np,quadratic,483.45119999999997,1.026,cvff
lp,o,quadratic,493.84800000000001,0.95999999999999996,cvff
lp,o*,quadratic,540.6336,0.95999999999999996,cvff
lp,oh,quadratic,540.6336,0.95999999999999996,cvff
lp,p,quadratic,224,1.5,cvff
lp,sh,quadratic,274.12880000000001,1.3300000000000001,cvff
n+_,n+_,quadratic,193.56039999999999,1.3939999999999999,cvff_auto
n+_,n3m_,quadratic,211.1592,1.3939999999999999,cvff_auto
n+_,n4m_,quadratic,211.1592,1.3939999999999999,cvff_auto
n+_,n=_,quadratic,263.43599999999998,1.367,cvff_auto
n+_,n=_1,quadratic,263.43599999999998,1.367,cvff_auto
n+_,n=_2,quadratic,263.43599999999998,1.367,cvff_auto
n+_,n=_3,quadratic,263.43599999999998,1.367,cvff_auto
n+_,n_,quadratic,210.636,1.367,cvff_auto
n+_,na_,quadratic,211.1592,1.3939999999999999,cvff_auto
n+_,np_,quadratic,263.43599999999998,1.367,cvff_auto
n+_,o'_,quadratic,234.10599999999999,1.3120000000000001,cvff_auto
n+_,o_,quadratic,291.00200000000001,1.325,cvff_auto
n+_,op_,quadratic,261.70600000000002,1.3120000000000001,cvff_auto
n+_,p_,quadratic,209.15360000000001,1.6819999999999999,cvff_auto
n+_,s'_,quadratic,198.09520000000001,1.702,cvff_auto
n+_,s_,quadratic,200.11680000000001,1.732,cvff_auto
n+_,si_,quadratic,206.94120000000001,1.792,cvff_auto
n+_,sp_,quadratic,183.29519999999999,1.702,cvff_auto
n3m_,n3m_,quadratic,220.80000000000001,1.3939999999999999,cvff_auto
n3m_,n4m_,quadratic,220.80000000000001,1.3939999999999999,cvff_auto
n3m_,n=_,quadratic,274.49680000000001,1.367,cvff_auto
n3m_,n=_1,quadratic,274.49680000000001,1.367,cvff_auto
n3m_,n=_2,quadratic,274.49680000000001,1.367,cvff_auto
n3m_,n=_3,quadratic,274.49680000000001,1.367,cvff_auto
n3m_,n_,quadratic,221.6968,1.367,cvff_auto
n3m_,na_,quadratic,220.80000000000001,1.3939999999999999,cvff_auto
n3m_,np_,quadratic,274.49680000000001,1.367,cvff_auto
n3m_,o'_,quadratic,246.57599999999999,1.3120000000000001,cvff_auto
n3m_,o_,quadratic,301.35000000000002,1.325,cvff_auto
n3m_,op_,quadratic,274.17599999999999,1.3120000000000001,cvff_auto
n3m_,p_,quadratic,210.53999999999999,1.6819999999999999,cvff_auto
n3m_,s'_,quadratic,205.77520000000001,1.702,cvff_auto
n3m_,s3e_,quadratic,206.94040000000001,1.732,cvff_auto
n3m_,s4e_,quadratic,206.94040000000001,1.732,cvff_auto
n3m_,s_,quadratic,206.94040000000001,1.732,cvff_auto
n3m_,si_,quadratic,204.42359999999999,1.792,cvff_auto
n3m_,sp_,quadratic,190.9752,1.702,cvff_auto
n4m_,n4m_,quadratic,220.80000000000001,1.3939999999999999,cvff_auto
n4m_,n=_,quadratic,274.49680000000001,1.367,cvff_auto
n4m_,n=_1,quadratic,274.49680000000001,1.367,cvff_auto
n4m_,n=_2,quadratic,274.49680000000001,1.367,cvff_auto
n4m_,n=_3,quadratic,274.49680000000001,1.367,cvff_auto
n4m_,n_,quadratic,221.6968,1.367,cvff_auto
n4m_,na_,quadratic,220.80000000000001,1.3939999999999999,cvff_auto
n4m_,np_,quadratic,274.49680000000001,1.367,cvff_auto
n4m_,o'_,quadratic,246.57599999999999,1.3120000000000001,cvff_auto
n4m_,o_,quadratic,301.35000000000002,1.325,cvff_auto
n4m_,op_,quadratic,274.17599999999999,1.3120000000000001,cvff_auto
n4m_,p_,quadratic,210.53999999999999,1.6819999999999999,cvff_auto
n4m_,s'_,quadratic,205.77520000000001,1.702,cvff_auto
n4m_,s3e_,quadratic,206.94040000000001,1.732,cvff_auto
n4m_,s4e_,quadratic,206.94040000000001,1.732,cvff_auto
n4m_,s_,quadratic,206.94040000000001,1.732,cvff_auto
n4m_,si_,quadratic,204.42359999999999,1.792,cvff_auto
n4m_,sp_,quadratic,190.9752,1.702,cvff_auto
n=_,n=_,quadratic,651.20000000000005,1.21,cvff_auto
n=_,n_,quadratic,272.80000000000001,1.3400000000000001,cvff_auto
n=_,na_,quadratic,274.49680000000001,1.367,cvff_auto
n=_,np_,quadratic,325.60000000000002,1.3400000000000001,cvff_auto
n=_,o'_,quadratic,575.87199999999996,1.1599999999999999,cvff_auto
n=_,o-_,quadratic,319.90800000000002,1.2849999999999999,cvff_auto
n=_,o_,quadratic,354.06319999999999,1.298,cvff_auto
n=_,op_,quadratic,319.90800000000002,1.2849999999999999,cvff_auto
n=_,p_,quadratic,272.75240000000002,1.655,cvff_auto
n=_,s'_,quadratic,489.24000000000001,1.5900000000000001,cvff_auto
n=_,s3e_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
n=_,s4e_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
n=_,s_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
n=_,si_,quadratic,269.60640000000001,1.7649999999999999,cvff_auto
n=_,sp_,quadratic,246.28440000000001,1.675,cvff_auto
n=_1,n=_1,quadratic,325.60000000000002,1.3400000000000001,cvff_auto
n=_1,n=_2,quadratic,325.60000000000002,1.3400000000000001,cvff_auto
n=_1,n=_3,quadratic,651.20000000000005,1.21,cvff_auto
n=_1,n_,quadratic,272.80000000000001,1.3400000000000001,cvff_auto
n=_1,na_,quadratic,274.49680000000001,1.367,cvff_auto
n=_1,np_,quadratic,325.60000000000002,1.3400000000000001,cvff_auto
n=_1,o'_,quadratic,292.30799999999999,1.2849999999999999,cvff_auto
n=_1,o-_,quadratic,319.90800000000002,1.2849999999999999,cvff_auto
n=_1,o_,quadratic,354.06319999999999,1.298,cvff_auto
n=_1,op_,quadratic,319.90800000000002,1.2849999999999999,cvff_auto
n=_1,p_,quadratic,272.75240000000002,1.655,cvff_auto
n=_1,s'_,quadratic,261.08440000000002,1.675,cvff_auto
n=_1,s3e_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
n=_1,s4e_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
n=_1,s_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
n=_1,si_,quadratic,269.60640000000001,1.7649999999999999,cvff_auto
n=_1,sp_,quadratic,246.28440000000001,1.675,cvff_auto
n=_2,n=_2,quadratic,488,1.276,cvff_auto
n=_2,n=_3,quadratic,325.60000000000002,1.3400000000000001,cvff_auto
n=_2,n_,quadratic,272.80000000000001,1.3400000000000001,cvff_auto
n=_2,na_,quadratic,274.49680000000001,1.367,cvff_auto
n=_2,np_,quadratic,325.60000000000002,1.3400000000000001,cvff_auto
n=_2,o'_,quadratic,434.08999999999997,1.2224999999999999,cvff_auto
n=_2,o-_,quadratic,319.90800000000002,1.2849999999999999,cvff_auto
n=_2,o_,quadratic,354.06319999999999,1.298,cvff_auto
n=_2,op_,quadratic,319.90800000000002,1.2849999999999999,cvff_auto
n=_2,p_,quadratic,272.75240000000002,1.655,cvff_auto
n=_2,s'_,quadratic,375.16239999999999,1.6325000000000001,cvff_auto
n=_2,s3e_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
n=_2,s4e_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
n=_2,s_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
n=_2,si_,quadratic,269.60640000000001,1.7649999999999999,cvff_auto
n=_2,sp_,quadratic,246.28440000000001,1.675,cvff_auto
n=_3,n=_3,quadratic,651.20000000000005,1.21,cvff_auto
n=_3,n_,quadratic,272.80000000000001,1.3400000000000001,cvff_auto
n=_3,na_,quadratic,274.49680000000001,1.367,cvff_auto
n=_3,np_,quadratic,325.60000000000002,1.3400000000000001,cvff_auto
n=_3,o'_,quadratic,575.87199999999996,1.1599999999999999,cvff_auto
n=_3,o-_,quadratic,319.90800000000002,1.2849999999999999,cvff_auto
n=_3,o_,quadratic,354.06319999999999,1.298,cvff_auto
n=_3,op_,quadratic,319.90800000000002,1.2849999999999999,cvff_auto
n=_3,p_,quadratic,272.75240000000002,1.655,cvff_auto
n=_3,s'_,quadratic,489.24000000000001,1.5900000000000001,cvff_auto
n=_3,s3e_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
n=_3,s4e_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
n=_3,s_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
n=_3,si_,quadratic,269.60640000000001,1.7649999999999999,cvff_auto
n=_3,sp_,quadratic,246.28440000000001,1.675,cvff_auto
n_,n_,quadratic,220,1.3400000000000001,cvff_auto
n_,na_,quadratic,221.6968,1.367,cvff_auto
n_,np_,quadratic,272.80000000000001,1.3400000000000001,cvff_auto
n_,o'_,quadratic,239.50800000000001,1.2849999999999999,cvff_auto
n_,o_,quadratic,301.26319999999998,1.298,cvff_auto
n_,op_,quadratic,267.108,1.2849999999999999,cvff_auto
n_,p_,quadratic,219.95240000000001,1.655,cvff_auto
n_,s'_,quadratic,208.28440000000001,1.675,cvff_auto
n_,s3e_,quadratic,210.6208,1.7050000000000001,cvff_auto
n_,s4e_,quadratic,210.6208,1.7050000000000001,cvff_auto
n_,s_,quadratic,210.6208,1.7050000000000001,cvff_auto
n_,si_,quadratic,216.8064,1.7649999999999999,cvff_auto
n_,sp_,quadratic,193.48439999999999,1.675,cvff_auto
na_,na_,quadratic,220.80000000000001,1.3939999999999999,cvff_auto
na_,np_,quadratic,274.49680000000001,1.367,cvff_auto
na_,o'_,quadratic,246.57599999999999,1.3120000000000001,cvff_auto
na_,o_,quadratic,301.35000000000002,1.325,cvff_auto
na_,op_,quadratic,274.17599999999999,1.3120000000000001,cvff_auto
na_,p_,quadratic,210.53999999999999,1.6819999999999999,cvff_auto
na_,s'_,quadratic,205.77520000000001,1.702,cvff_auto
na_,s3e_,quadratic,206.94040000000001,1.732,cvff_auto
na_,s4e_,quadratic,206.94040000000001,1.732,cvff_auto
na_,s_,quadratic,206.94040000000001,1.732,cvff_auto
na_,si_,quadratic,204.42359999999999,1.792,cvff_auto
na_,sp_,quadratic,190.9752,1.702,cvff_auto
no,o-,quadratic,560.99419999999998,1.2178,cvff
np_,np_,quadratic,408,1.3400000000000001,cvff_auto
np_,o'_,quadratic,292.30799999999999,1.2849999999999999,cvff_auto
np_,o-_,quadratic,319.90800000000002,1.2849999999999999,cvff_auto
np_,o_,quadratic,354.06319999999999,1.298,cvff_auto
np_,op_,quadratic,319.90800000000002,1.2849999999999999,cvff_auto
np_,p_,quadratic,272.75240000000002,1.655,cvff_auto
np_,s'_,quadratic,261.08440000000002,1.675,cvff_auto
np_,s3e_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
np_,s4e_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
np_,s_,quadratic,263.42079999999999,1.7050000000000001,cvff_auto
np_,si_,quadratic,269.60640000000001,1.7649999999999999,cvff_auto
np_,sp_,quadratic,246.28440000000001,1.675,cvff_auto
nt,nt,quadratic,1632.51,1.09758,cvff
nt_,nt_,quadratic,1632.4955,1.0975999999999999,cvff_auto
nz,nz,quadratic,1632.51,1.09758,cvff
nz_,nz_,quadratic,1632.4955,1.0975999999999999,cvff_auto
o,o,quadratic,833.72000000000003,1.208,cvff
o,p,quadratic,245.19999999999999,1.6100000000000001,cvff
o,si,quadratic,392.80000000000001,1.665,cvff
o,sz,quadratic,392.80000000000001,1.615,cvff
o',p,quadratic,560,1.53,cvff
o'_,o'_,quadratic,484.80000000000001,1.1100000000000001,cvff_auto
o'_,o_,quadratic,323.17200000000003,1.2430000000000001,cvff_auto
o'_,op_,quadratic,272.39999999999998,1.23,cvff_auto
o'_,p_,quadratic,524,1.48,cvff_auto
o'_,s'_,quadratic,421.5188,1.54,cvff_auto
o'_,s3e_,quadratic,239.5744,1.6499999999999999,cvff_auto
o'_,s4e_,quadratic,239.5744,1.6499999999999999,cvff_auto
o'_,s_,quadratic,360.41879999999998,1.5900000000000001,cvff_auto
o'_,si_,quadratic,454.74639999999999,1.6499999999999999,cvff_auto
o'_,sp_,quadratic,341.27359999999999,1.5600000000000001,cvff_auto
o-,p,quadratic,480,1.53,cvff
o-_,p_,quadratic,428,1.48,cvff_auto
o2,o2,quadratic,820.20000000000005,1.2074,cvff
o_,o_,quadratic,833.68679999999995,1.208,cvff_auto
o_,op_,quadratic,350.77199999999999,1.2430000000000001,cvff_auto
o_,p_,quadratic,245.19999999999999,1.6100000000000001,cvff_auto
o_,s'_,quadratic,286.75839999999999,1.633,cvff_auto
o_,s3e_,quadratic,288.08479999999997,1.6930000000000001,cvff_auto
o_,s4e_,quadratic,288.08479999999997,1.6930000000000001,cvff_auto
o_,s_,quadratic,288.08479999999997,1.6930000000000001,cvff_auto
o_,si_,quadratic,392.80000000000001,1.665,cvff_auto
o_,sp_,quadratic,271.95839999999998,1.633,cvff_auto
oap1,pap,quadratic,430,1.5700000000000001,cvff
oc1,sc1,quadratic,250,1.6799999999999999,cvff
oc23,sc4,quadratic,285,1.6799999999999999,cvff
oc23,sy1,quadratic,285,1.6799999999999999,cvff
oc23,sy2,quadratic,285,1.6799999999999999,cvff
oh,p,quadratic,300,1.5700000000000001,cvff
oh,sz,quadratic,392.80000000000001,1.635,cvff
op_,op_,quadratic,300,1.23,cvff_auto
op_,p_,quadratic,286.09039999999999,1.6299999999999999,cvff_auto
op_,s'_,quadratic,262.9744,1.6200000000000001,cvff_auto
op_,s3e_,quadratic,266.77480000000003,1.6799999999999999,cvff_auto
op_,s4e_,quadratic,266.77480000000003,1.6799999999999999,cvff_auto
op_,s_,quadratic,266.77480000000003,1.6799999999999999,cvff_auto
op_,si,quadratic,292.24000000000001,1.587,cvff_auto
op_,sp_,quadratic,247.84399999999999,1.6499999999999999,cvff_auto
oy1,sy1,quadratic,430,1.7262,cvff
oy1,sy2,quadratic,430,1.7282999999999999,cvff
oy2,sy1,quadratic,430,1.7166999999999999,cvff
oy2,sy2,quadratic,430,1.7230000000000001,cvff
oy3,sy1,quadratic,430,1.7430000000000001,cvff
oy3,sy2,quadratic,430,1.7230000000000001,cvff
oy4,sy1,quadratic,430,1.7315,cvff
oy5,sy2,quadratic,430,1.7303999999999999,cvff
oy7,sy1,quadratic,430,1.7315,cvff
oy8,sy2,quadratic,430,1.7303999999999999,cvff
oz,sz,quadratic,392.80000000000001,1.615,cvff
ozr1,zr1,quadratic,120,2.258,cvff
ozr1,zr2,quadratic,120,2.1539999999999999,cvff
ozr1,zr4,quadratic,120,2.1640000000000001,cvff
ozr2,zr1,quadratic,120,2.3359999999999999,cvff
ozr2,zr2,quadratic,120,2.2519999999999998,cvff
ozr2,zr3,quadratic,120,2.2519999999999998,cvff
ozr2,zr4,quadratic,120,2.2730000000000001,cvff
ozr3,zr1,quadratic,120,2.1539999999999999,cvff
ozr3,zr2,quadratic,120,2.258,cvff
ozr3,zr3,quadratic,120,2.1539999999999999,cvff
ozr4,zr1,quadratic,120,2.2519999999999998,cvff
ozr4,zr2,quadratic,120,2.3359999999999999,cvff
ozr4,zr3,quadratic,120,2.2730000000000001,cvff
ozr4,zr4,quadratic,120,2.367,cvff
ozr5,zr1,quadratic,120,2.367,cvff
ozr5,zr2,quadratic,120,2.2730000000000001,cvff
ozr5,zr3,quadratic,120,2.3359999999999999,cvff
ozr5,zr4,quadratic,120,2.1539999999999999,cvff
ozr6,zr1,quadratic,120,2.0640000000000001,cvff
ozr6,zr2,quadratic,120,2.1640000000000001,cvff
ozr6,zr3,quadratic,120,2.258,cvff
ozr6,zr4,quadratic,120,2.1539999999999999,cvff
ozr7,zr1,quadratic,120,2.2730000000000001,cvff
ozr7,zr2,quadratic,120,2.367,cvff
ozr7,zr3,quadratic,120,2.2519999999999998,cvff
ozr7,zr4,quadratic,120,2.3359999999999999,cvff
ozr8,zr1,quadratic,120,2.1640000000000001,cvff
ozr8,zr2,quadratic,120,2.1539999999999999,cvff
ozr8,zr3,quadratic,120,2.1539999999999999,cvff
ozr8,zr4,quadratic,120,2.258,cvff
ozr9,zr2,quadratic,120,2.1499999999999999,cvff
ozr9,zr4,quadratic,120,2.1499999999999999,cvff
p_,p_,quadratic,176,1.97,cvff_auto
p_,s'_,quadratic,255.25239999999999,1.97,cvff_auto
p_,s-_,quadratic,210.97999999999999,1.98,cvff_auto
p_,s3e_,quadratic,186.8792,2.02,cvff_auto
p_,s4e_,quadratic,186.8792,2.02,cvff_auto
p_,s_,quadratic,186.8792,2.02,cvff_auto
p_,si_,quadratic,168.2072,1.917,cvff_auto
p_,sp_,quadratic,175.17959999999999,1.99,cvff_auto
rot1,rto1,quadratic,50,1.9650000000000001,cvff
rot1,rto2,quadratic,50,1.9650000000000001,cvff
rot1,rto3,quadratic,50,1.9650000000000001,cvff
rot2,rto1,quadratic,50,1.9650000000000001,cvff
