t1,t2,style,k,r0,source
rot2,rto2,quadratic,50,1.9650000000000001,cvff
rot2,rto3,quadratic,50,1.9650000000000001,cvff
rot3,rto1,quadratic,50,1.9650000000000001,cvff
rot3,rto2,quadratic,50,1.9650000000000001,cvff
rot3,rto3,quadratic,50,1.9650000000000001,cvff
rto2,rtoh,quadratic,50,1.9650000000000001,cvff
rto3,rtoh,quadratic,50,1.9650000000000001,cvff
s,s,quadratic,180,2,cvff
s'_,s'_,quadratic,320,1.97,cvff_auto
s'_,s3e_,quadratic,189.92599999999999,2.04,cvff_auto
s'_,s4e_,quadratic,189.92599999999999,2.04,cvff_auto
s'_,s_,quadratic,189.92599999999999,2.04,cvff_auto
s'_,si_,quadratic,247.5744,2.0800000000000001,cvff_auto
s'_,sp_,quadratic,240,1.99,cvff_auto
s1,s1,quadratic,180,2,cvff
s3e_,s3e_,quadratic,180,2,cvff_auto
s3e_,s4e_,quadratic,180,2,cvff_auto
s3e_,s_,quadratic,160,2.1000000000000001,cvff_auto
s3e_,si_,quadratic,177.2928,2.1299999999999999,cvff_auto
s3e_,sp_,quadratic,175.126,2.04,cvff_auto
s4e_,s4e_,quadratic,180,2,cvff_auto
s4e_,s_,quadratic,160,2.1000000000000001,cvff_auto
s4e_,si_,quadratic,177.2928,2.1299999999999999,cvff_auto
s4e_,sp_,quadratic,175.126,2.04,cvff_auto
s_,s_,quadratic,180,2.0547,cvff_auto
s_,si_,quadratic,177.2928,2.1299999999999999,cvff_auto
s_,sp_,quadratic,175.126,2.04,cvff_auto
si_,si_,quadratic,144,2.4199999999999999,cvff_auto
si_,sp_,quadratic,167.42599999999999,2.1000000000000001,cvff_auto
sp_,sp_,quadratic,160,2.0099999999999998,cvff_auto
sz,sz,quadratic,392.80000000000001,3.0899999999999999,cvff
zoh1,zr1,quadratic,150,2.2730000000000001,cvff
zoh1,zr2,quadratic,150,2.1520000000000001,cvff
zoh1,zr3,quadratic,150,2.1520000000000001,cvff
zoh1,zr4,quadratic,150,2.2730000000000001,cvff
zoh2,zr1,quadratic,150,2.0640000000000001,cvff
zoh2,zr2,quadratic,150,2.0539999999999998,cvff
zoh2,zr3,quadratic,150,2.0539999999999998,cvff
zoh2,zr4,quadratic,150,2.0640000000000001,cvff
