id,element,ff_type,charge,x,y,z
1,Al,ac2,1.2000000476837158,-0,0,0
2,Ca,ca+e,1.6000000238418579,1.1372598460000001,-1.794219977,18.795000076000001
3,Ca,ca+e,1.6000000238418579,-1.131630669,1.8430230620000001,2.6849999429999998
4,O,oc8,-0.89999997615814209,-0.82198024700000005,1.306693554,-1.1169590760000001
5,O,oc5,-0.89999997615814209,0.71501005200000001,-1.3163986270000001,1.2243599890000001
6,O,oc7,-0.89999997615814209,-0.77694004800000005,1.423711181,17.291400909
7,O,oc8,-0.89999997615814209,0.74316013299999995,-1.2091331540000001,4.2530398370000002
8,O,o*,-0.81999999284744263,-1.9592399599999999,3.393503189,1.009559989
9,O,o*,-0.81999999284744263,2.0099099919999999,-3.2861914699999999,-0.90215919499999997
10,O,o*,-0.81999999284744263,-1.976130247,3.3642489910000002,4.2745199200000004
11,O,o*,-0.81999999284744263,1.897310381,-3.3642025050000002,16.926240921000002
12,O,o*,-0.81999999284744263,0.68122988900000003,3.9493358139999999,13.274640083
13,O,o*,-0.81999999284744263,-0.59115016899999995,-3.9687924450000001,8.0335197449999995
14,O,o*,-0.81999999284744263,0.63055998099999999,3.9590871330000001,2.7064800259999999
15,O,o*,-0.81999999284744263,-0.34905994400000001,-3.9200353680000002,18.687599182
16,O,oc11,-0.60000002384185791,0,6.5009641650000001,9.0215997699999999
17,O,oc11,-0.60000002384185791,0,6.5009641650000001,17.484720230000001
18,O,oc11,-0.60000002384185791,-0,6.5009641650000001,1.5036000009999999
19,O,oc11,-0.60000002384185791,-1.418760061,6.2604284290000001,11.12664032
20,O,oc11,-0.60000002384185791,-1.2948999400000001,6.0458965300000003,15.530039787
21,O,oc11,-0.60000002384185791,-1.1316301820000001,5.7045960429999996,-0.38663909899999999
22,O,o*,-0.81999999284744263,-1.368090034,6.2116708760000003,5.2196397780000003
23,S,s',0.60000002384185791,0,6.5009641650000001,10.54668045
24,S,s',0.60000002384185791,0,6.5009641650000001,16.11000061
25,S,s',0.60000002384185791,-0,6.5009641650000001,0.19332000599999999
26,H,h*,0.40999999642372131,2.968343382,-3.5190353449999998,-0.76637313799999995
27,H,h*,0.40999999642372131,1.599835033,-4.1070733129999999,-0.52278564500000002
28,H,h*,0.40999999642372131,-1.684652448,4.2675695420000004,4.5329456329999998
29,H,h*,0.40999999642372131,-2.9510228729999999,3.4828398229999999,4.4429059029999998
30,H,h*,0.40999999642372131,1.5647000120000001,-4.2875776349999999,16.898065567
31,H,h*,0.40999999642372131,2.7841006469999998,-3.4983320299999998,16.503772735999998
32,H,h*,0.40999999642372131,0.69548308800000003,4.5699429509999998,12.497735023000001
33,H,h*,0.40999999642372131,0.72133719900000004,4.6142296790000001,14.010982513
34,H,h*,0.40999999642372131,-0.70507610300000001,-4.5179238379999997,8.8497743609999997
35,H,h*,0.40999999642372131,-0.39530027400000001,-4.7217645709999996,7.4211230280000002
36,H,h*,0.40999999642372131,1.5643768309999999,3.7105536460000001,2.5121033189999999
37,H,h*,0.40999999642372131,0.52390539599999997,4.7834219930000001,2.1679015160000001
38,H,h*,0.40999999642372131,-0.19918287300000001,-4.8304238379999997,19.049863814999998
39,H,h*,0.40999999642372131,-1.328688984,-3.8786788049999998,18.708490372
40,H,h*,0.40999999642372131,-1.583420396,4.2208375929999997,0.60910952100000004
41,H,h*,0.40999999642372131,-2.9181726069999998,3.5754928590000001,0.84488898499999998
42,H,h*,0.40999999642372131,-0.927250028,7.0232024190000004,5.5611791610000001
43,H,h*,0.40999999642372131,-1.6952619550000001,6.5771164889999998,4.3635139470000004
44,Al,ac2,1.2000000476837158,0,-0,5.3699998859999996
45,H,hoc,0.34999999403953552,1.162021999,-2.045717722,0.84634745099999997
46,H,hoc,0.34999999403953552,-1.2426425219999999,2.133135319,16.898513793999999
47,H,hoc,0.34999999403953552,1.200866108,-1.9242825569999999,4.6373887060000003
48,H,hoc,0.34999999403953552,-1.291028142,2.006481886,-0.71426437399999998
49,Ca,ca+e,1.6000000238418579,0.98525005600000004,1.8820289370000001,18.795000076000001
50,Ca,ca+e,1.6000000238418579,-1.030289536,-1.901486403,2.6849999429999998
51,O,oc9,-0.89999997615814209,-0.72063959099999997,-1.3651561800000001,-1.1169590760000001
52,O,oc6,-0.89999997615814209,0.78256940799999997,1.2774393559999999,1.2243599890000001
53,O,oc6,-0.89999997615814209,-0.84449995,-1.3846597730000001,17.291400909
54,O,oc9,-0.89999997615814209,0.67559981300000005,1.2481851580000001,4.2530398370000002
55,O,o*,-0.81999999284744263,-1.9592400839999999,-3.3934569419999998,1.009559989
56,O,o*,-0.81999999284744263,1.8410102129999999,3.3837518690000001,-0.90215919499999997
57,O,o*,-0.81999999284744263,-1.9254599859999999,-3.3934574190000002,4.2745199200000004
58,O,o*,-0.81999999284744263,1.964869499,3.3252432349999999,16.926240921000002
59,O,o*,-0.81999999284744263,-3.7608400629999998,-1.3846597730000001,13.274640083
60,O,o*,-0.81999999284744263,3.7326900959999998,1.472468138,8.0335197449999995
61,O,o*,-0.81999999284744263,-3.7439500140000002,-1.433416373,2.7064800259999999
62,O,o*,-0.81999999284744263,3.5694200989999998,1.6577459569999999,18.687599182
63,O,oc11,-0.60000002384185791,0.91768997900000004,5.3925495149999998,11.12664032
64,O,oc11,-0.60000002384185791,1.04155004,5.6070814130000004,15.530039787
65,O,oc11,-0.60000002384185791,1.2554899450000001,5.9191274639999998,-0.38663909899999999
66,O,o*,-0.81999999284744263,0.93458026599999999,5.4608097080000002,5.2196397780000003
67,H,h*,0.40999999642372131,1.563417912,4.3301935199999999,-0.76636360199999998
68,H,h*,0.40999999642372131,2.756950378,3.4390759470000001,-0.52278564500000002
69,H,h*,0.40999999642372131,-1.540747528,-4.2970509589999999,4.4428944589999997
70,H,h*,0.40999999642372131,-2.853502636,-3.5926489890000002,4.5329604149999998
71,H,h*,0.40999999642372131,2.9308533670000001,3.498820066,16.898071289000001
72,H,h*,0.40999999642372131,1.6376785039999999,4.1603078839999998,16.503774643
73,H,h*,0.40999999642372131,-4.3054329200000003,-1.6826334060000001,12.497744559999999
74,H,h*,0.40999999642372131,-4.3567028089999997,-1.682367331,14.010989189
75,H,h*,0.40999999642372131,4.2652277950000004,1.648302436,8.8497810359999995
76,H,h*,0.40999999642372131,4.2868332860000002,2.0186367029999999,7.421163559
77,H,h*,0.40999999642372131,-3.9956294350000001,-0.50043774299999999,2.5121409890000002
78,H,h*,0.40999999642372131,-4.4045307679999999,-1.9379310670000001,2.1679010390000002
79,H,h*,0.40999999642372131,4.0235652919999998,0.78876256899999997,18.708362578999999
80,H,h*,0.40999999642372131,4.2828454970000003,2.2427966590000001,19.049877166999998
81,H,h*,0.40999999642372131,-2.8636544989999999,-3.4816570339999999,0.60913687900000002
82,H,h*,0.40999999642372131,-1.6373859690000001,-4.314914709,0.84490042899999995
83,H,h*,0.40999999642372131,0.011345729000000001,5.436851978,5.561158657
84,H,h*,0.40999999642372131,0.78172588300000001,4.9945707319999997,4.3636016849999999
85,H,hoc,0.34999999403953552,1.1906770470000001,2.0292227270000001,0.84635305400000005
86,H,hoc,0.34999999403953552,-1.22594965,-2.1427192750000001,16.898509979
87,H,hoc,0.34999999403953552,1.066077709,2.0021488669999998,4.6373853680000003
88,H,hoc,0.34999999403953552,-1.092147236,-2.1212530200000002,-0.71425293000000001
89,Ca,ca+e,1.6000000238418579,-2.1225098419999999,-0.087717061999999998,18.795000076000001
90,Ca,ca+e,1.6000000238418579,2.1619200709999999,0.058509376000000002,2.6849999429999998
91,O,oc10,-0.89999997615814209,1.5426199439999999,0.058508999999999999,-1.1169590760000001
92,O,oc7,-0.89999997615814209,-1.497579346,0.039005268000000003,1.2243599890000001
93,O,oc5,-0.89999997615814209,1.6214400529999999,-0.039005771000000002,17.291400909
94,O,oc10,-0.89999997615814209,-1.4187600709999999,-0.039005954000000002,4.2530398370000002
95,O,o*,-0.81999999284744263,3.9184799190000001,-1.7e-08,1.009559989
