t1,t2,t3,style,k,theta0_deg,source
OY7,AY1,OY8,quadratic,170,92.900000000000006,
OY7,AY1,OY9,quadratic,170,94.700000000000003,
OY7,AY2,OY8,quadratic,170,92.799999999999997,
OY7,AY2,OY9,quadratic,170,92.700000000000003,
OY8,AY1,OY9,quadratic,170,92.900000000000006,
OY8,AY2,OY9,quadratic,170,94.799999999999997,
SC4,OC23,SC4,quadratic,100,149,
SC4,OC24,SC4,quadratic,100,149,
SY1,OY1,SY2,quadratic,170,128.80000000000001,
SY1,OY2,SY2,quadratic,170,139.90000000000001,
SY1,OY3,SY2,quadratic,170,128.19999999999999,
