t1,t2,t3,t4,style,kphi,n,phi0,source
HE1,CE1,CE1,HE1,torsion_1,1,2,180,
HE1,CE1,CE2,HE2,torsion_1,5.2000000000000002,2,180,
HEL1,CEL1,CEL1,HEL1,torsion_1,1,2,180,
HEL1,CEL1,CEL2,HEL2,torsion_1,5.2000000000000002,2,180,
HP,CA,CA,HP,torsion_1,2.3999999999999999,2,180,
HP,CA,CA,OC,torsion_1,4.2000000000000002,2,180,
HP,CA,CA,OH1,torsion_1,4.2000000000000002,2,180,
HP,CA,CPT,NY,torsion_1,3,2,180,
HP,CA,CY,HP,torsion_1,1,2,180,
HP,CY,CA,NY,torsion_1,3.5,2,180,
HR1,CPH1,CPH1,HR1,torsion_1,1,2,180,
HR1,CPH1,CPH1,NR3,torsion_1,2.5,2,180,
HR3,CPH1,CPH1,HR3,torsion_1,2,2,180,
HR3,CPH1,CPH1,NR1,torsion_1,3,2,180,
HR3,CPH1,CPH1,NR2,torsion_1,3,2,180,
N,C,CP1,N,torsion_1,0.29999999999999999,1,0,
N,C,CP1,N,torsion_1,-0.29999999999999999,4,0,
N,C,CP1,NP,torsion_1,0.29999999999999999,1,0,
N,C,CT1,NH1,torsion_1,0.40000000000000002,1,0,
N,C,CT1,NH3,torsion_1,0.40000000000000002,1,0,
N,C,CT2,NH1,torsion_1,0.40000000000000002,1,0,
N,C,CT2,NH3,torsion_1,0.40000000000000002,1,0,
N,CP1,C,NH1,torsion_1,0.29999999999999999,1,0,
N,CP1,C,NH1,torsion_1,-0.29999999999999999,4,0,
N,CP1,C,O,torsion_1,-0.29999999999999999,4,0,
N,CP1,CC,NH2,torsion_1,0.29999999999999999,1,0,
N,CP1,CC,NH2,torsion_1,-0.29999999999999999,4,0,
N,CP1,CC,O,torsion_1,-0.29999999999999999,4,0,
N,CP1,CC,OC,torsion_1,0.16,3,0,
NH1,C,CP1,NP,torsion_1,0.29999999999999999,1,0,
NH1,C,CT1,NH1,torsion_1,0.59999999999999998,1,0,
NH1,C,CT1,NH3,torsion_1,0.59999999999999998,1,0,
NH1,C,CT2,NH1,torsion_1,0.59999999999999998,1,0,
NH1,C,CT2,NH3,torsion_1,0.40000000000000002,1,0,
NH1,CT1,C,O,torsion_1,0,1,0,
NH1,CT2,C,O,torsion_1,0,1,0,
NH2,CC,CP1,NP,torsion_1,0.29999999999999999,1,0,
NH2,CC,CT1,NH3,torsion_1,0.40000000000000002,1,0,
NH2,CC,CT2,NH3,torsion_1,0.40000000000000002,1,0,
NH3,CT1,C,O,torsion_1,0,1,0,
NH3,CT1,CC,OC,torsion_1,3.2000000000000002,2,180,
NH3,CT2,C,O,torsion_1,0,1,0,
NH3,CT2,CC,OC,torsion_1,3.2000000000000002,2,180,
NH3L,CTL2,CTL2,OHL,torsion_1,0.69999999999999996,1,180,
NH3L,CTL2,CTL2,OSL,torsion_1,0.69999999999999996,1,180,
NP,CP1,CC,OC,torsion_1,0.16,3,0,
NR1,CPH1,CPH1,NR2,torsion_1,14,2,180,
NR3,CPH1,CPH1,NR3,torsion_1,12,2,180,
NTL,CTL2,CTL2,OHL,torsion_1,4.2999999999999998,1,180,
NTL,CTL2,CTL2,OHL,torsion_1,-0.40000000000000002,3,180,
NTL,CTL2,CTL2,OSL,torsion_1,3.2999999999999998,1,180,
NTL,CTL2,CTL2,OSL,torsion_1,-0.40000000000000002,3,180,
X,AC1,OC3,X,torsion_1,0,0,0,
X,AC1,OC4,X,torsion_1,0,0,0,
X,AY1,OY4,X,torsion_1,0,0,0,
X,AY1,OY5,X,torsion_1,0,0,0,
X,AY1,OY6,X,torsion_1,0,0,0,
X,AY1,OY7,X,torsion_1,0,0,0,
X,AY1,OY8,X,torsion_1,0,0,0,
X,AY1,OY9,X,torsion_1,0,0,0,
X,AY2,OY4,X,torsion_1,0,0,0,
X,AY2,OY5,X,torsion_1,0,0,0,
X,AY2,OY6,X,torsion_1,0,0,0,
X,AY2,OY7,X,torsion_1,0,0,0,
X,AY2,OY8,X,torsion_1,0,0,0,
X,AY2,OY9,X,torsion_1,0,0,0,
X,AYT1,OC24,X,torsion_1,0,0,0,
X,AYT1,OY1,X,torsion_1,0,0,0,
X,AYT1,OY2,X,torsion_1,0,0,0,
X,AYT1,OY3,X,torsion_1,0,0,0,
X,AYT1,OY4,X,torsion_1,0,0,0,
X,AYT1,OY7,X,torsion_1,0,0,0,
X,AYT2,OC24,X,torsion_1,0,0,0,
X,AYT2,OY1,X,torsion_1,0,0,0,
X,AYT2,OY2,X,torsion_1,0,0,0,
X,AYT2,OY3,X,torsion_1,0,0,0,
X,AYT2,OY5,X,torsion_1,0,0,0,
X,AYT2,OY8,X,torsion_1,0,0,0,
X,C,CP1,X,torsion_1,0,6,180,
X,C,NC2,X,torsion_1,2.25,2,180,
X,CA,CT2,X,torsion_1,0,6,0,
X,CA,CT3,X,torsion_1,0,6,0,
X,CC,CP1,X,torsion_1,0,6,180,
X,CC,CT1,X,torsion_1,0.050000000000000003,6,180,
X,CC,CT2,X,torsion_1,0.050000000000000003,6,180,
X,CC,CT3,X,torsion_1,0.050000000000000003,6,180,
X,CD,CP1,X,torsion_1,0,6,180,
X,CD,CT1,X,torsion_1,0,6,180,
X,CD,CT2,X,torsion_1,0,6,180,
X,CD,CT3,X,torsion_1,0,6,180,
X,CD,OH1,X,torsion_1,2.0499999999999998,2,180,
X,CD,OS,X,torsion_1,2.0499999999999998,2,180,
X,CE1,CE1,X,torsion_1,0.14999999999999999,1,0,
X,CE1,CE1,X,torsion_1,8.5,2,180,
X,CE1,CPB,X,torsion_1,3,2,180,
X,CE2,CE2,X,torsion_1,4.9000000000000004,2,180,
X,CEL1,CEL1,X,torsion_1,0.14999999999999999,1,0,
X,CEL1,CEL1,X,torsion_1,8.5,2,180,
X,CEL2,CEL2,X,torsion_1,4.9000000000000004,2,180,
X,CL,CTL2,X,torsion_1,0.050000000000000003,6,180,
X,CL,CTL3,X,torsion_1,0.050000000000000003,6,180,
X,CL,OHL,X,torsion_1,2.0499999999999998,2,180,
X,CL,OSL,X,torsion_1,2.0499999999999998,2,180,
X,CM,FE,X,torsion_1,0.050000000000000003,4,0,
X,CP1,CP2,X,torsion_1,0.14000000000000001,3,0,
X,CP2,CP2,X,torsion_1,0.16,3,0,
X,CP2,CP3,X,torsion_1,0.14000000000000001,3,0,
X,CPA,CPB,X,torsion_1,0,2,0,
X,CPA,CPM,X,torsion_1,0,2,0,
X,CPA,NPH,X,torsion_1,0,2,0,
X,CPB,CPB,X,torsion_1,0,2,0,
X,CPB,CT2,X,torsion_1,0,6,0,
X,CPB,CT3,X,torsion_1,0,6,0,
X,CPT,CPT,X,torsion_1,0,2,180,
X,CS,SS,X,torsion_1,0,3,0.20000000000000001,
X,CT1,CT1,X,torsion_1,0.20000000000000001,3,0,
X,CT1,CT2,X,torsion_1,0.20000000000000001,3,0,
X,CT1,CT3,X,torsion_1,0.20000000000000001,3,0,
X,CT1,NH3,X,torsion_1,0.10000000000000001,3,0,
X,CT1,OH1,X,torsion_1,0.14000000000000001,3,0,
X,CT1,OS,X,torsion_1,-0.10000000000000001,3,0,
X,CT2,CT2,X,torsion_1,0.19500000000000001,3,0,
X,CT2,CT3,X,torsion_1,0.16,3,0,
X,CT2,NC2,X,torsion_1,0,6,180,
X,CT2,NH3,X,torsion_1,0.10000000000000001,3,0,
X,CT2,OH1,X,torsion_1,0.14000000000000001,3,0,
X,CT2,OS,X,torsion_1,-0.10000000000000001,3,0,
X,CT3,CT3,X,torsion_1,0.155,3,0,
X,CT3,NC2,X,torsion_1,0,6,180,
X,CT3,NH2,X,torsion_1,0.11,3,0,
X,CT3,NH3,X,torsion_1,0.089999999999999997,3,0,
X,CT3,OH1,X,torsion_1,0.14000000000000001,3,0,
X,CT3,OS,X,torsion_1,-0.10000000000000001,3,0,
X,CTL1,CTL1,X,torsion_1,0.20000000000000001,3,0,
X,CTL1,CTL2,X,torsion_1,0.20000000000000001,3,0,
X,CTL1,CTL3,X,torsion_1,0.20000000000000001,3,0,
X,CTL1,OHL,X,torsion_1,0.14000000000000001,3,0,
X,CTL1,OSL,X,torsion_1,0,3,0,
X,CTL2,CTL2,X,torsion_1,0.19,3,0,
X,CTL2,CTL3,X,torsion_1,0.16,3,0,
X,CTL2,NH3L,X,torsion_1,0.10000000000000001,3,0,
X,CTL2,NTL,X,torsion_1,0.26000000000000001,3,0,
X,CTL2,OHL,X,torsion_1,0.14000000000000001,3,0,
X,CTL2,OSL,X,torsion_1,0,3,0,
X,CTL3,CTL3,X,torsion_1,0.1525,3,0,
X,CTL3,OHL,X,torsion_1,0.14000000000000001,3,0,
X,CTL3,OSL,X,torsion_1,0,3,0,
X,CTL5,NTL,X,torsion_1,0.23000000000000001,3,0,
X,FE,NPH,X,torsion_1,0,2,0,
X,FE,OM,X,torsion_1,0,4,0,
X,FE,SS,X,torsion_1,0,4,0,
X,OAP1,PAP,X,torsion_1,0,0,0,
X,OC23,SC4,X,torsion_1,0,0,0,
X,OC24,SC4,X,torsion_1,0,0,0,
X,OC24,SY1,X,torsion_1,0,0,0,
X,OC24,SY2,X,torsion_1,0,0,0,
X,OHL,PL,X,torsion_1,0.29999999999999999,3,0,
X,OY1,SY1,X,torsion_1,0,0,0,
X,OY1,SY2,X,torsion_1,0,0,0,
X,OY2,SY1,X,torsion_1,0,0,0,
X,OY2,SY2,X,torsion_1,0,0,0,
X,OY3,SY1,X,torsion_1,0,0,0,
X,OY3,SY2,X,torsion_1,0,0,0,
X,OY4,SY1,X,torsion_1,0,0,0,
X,OY5,SY2,X,torsion_1,0,0,0,
X,OY7,SY1,X,torsion_1,0,0,0,
X,OY8,SY2,X,torsion_1,0,0,0,
