t1,t2,delta_ij,delta_ji
i,n+,0.26150000000000001,-0.0115
i,n=,0.15540000000000001,-0.15540000000000001
i,n=1,0.15540000000000001,-0.15540000000000001
i,n=2,0.15540000000000001,-0.15540000000000001
i,na,0.071400000000000005,-0.071400000000000005
i,nh,-0.0356,0.035799999999999998
i,nn,0.15540000000000001,-0.15540000000000001
i,np,0.15540000000000001,-0.15540000000000001
i,o,0.092399999999999996,-0.092399999999999996
i,op,0.32969999999999999,-0.32969999999999999
i,p,-0.21099999999999999,0.21099999999999999
i,s,-0.034500000000000003,0.034500000000000003
i,s',0.014,-0.014
i,si,-0.32629999999999998,0.32629999999999998
i,sp,0.014,-0.014
n,n,0,0
n,n+,0.088300000000000003,0.16170000000000001
n,n=,0,0
n,n=1,0,0
n,n=2,0,0
n,na,-0.074200000000000002,0.074200000000000002
n,nh,-0.16370000000000001,0.16370000000000001
n,nn,0,0
n,np,0,0
n,o,-0.042700000000000002,0.042700000000000002
n,o_1,0.16839999999999999,-0.16839999999999999
n,op,0.16839999999999999,-0.16839999999999999
n,p,-0.33589999999999998,0.33589999999999998
n,p=,-0.12,0.12
n,s,-0.17530000000000001,0.17530000000000001
n,s',-0.1346,0.1346
n,si,-0.43680000000000002,0.43680000000000002
n,sp,-0.1346,0.1346
n+,n+,0,0
n+,n=,0.16170000000000001,0.088300000000000003
n+,n=1,0.16170000000000001,0.088300000000000003
n+,n=2,0.16170000000000001,0.088300000000000003
n+,na,0.085000000000000006,0.16500000000000001
n+,nh,-0.0044000000000000003,0.25440000000000002
n+,nn,0.16170000000000001,0.088300000000000003
n+,np,0.16170000000000001,0.088300000000000003
n+,o,0.125,0.125
n+,o_1,0.34179999999999999,-0.091800000000000007
n+,op,0.34179999999999999,-0.091800000000000007
n+,p,-0.19939999999999999,0.44940000000000002
n+,s,-0.025499999999999998,0.27550000000000002
n+,s',0.015900000000000001,0.2341
n+,si,-0.30830000000000002,0.55830000000000002
n+,sp,0.015900000000000001,0.2341
n=,n=,0,0
n=,n=1,0,0
n=,n=2,0,0
n=,na,-0.074200000000000002,0.074200000000000002
n=,nh,-0.16370000000000001,0.16370000000000001
n=,nn,0,0
n=,np,0,0
n=,o,-0.042700000000000002,0.042700000000000002
n=,o_1,0.16839999999999999,-0.16839999999999999
n=,op,0.16839999999999999,-0.16839999999999999
n=,p,-0.33589999999999998,0.33589999999999998
n=,p=,-0.34999999999999998,0.34999999999999998
n=,s,-0.17530000000000001,0.17530000000000001
n=,s',-0.1346,0.1346
n=,si,-0.43680000000000002,0.43680000000000002
n=,sp,-0.1346,0.1346
